feature_set,model,target,task,split_strategy,n_train_rows,n_test_rows,n_train_students,n_test_students,metric_accuracy,metric_precision,metric_recall,metric_f1,metric_roc_auc,split_metadata_json,metric_mae,metric_rmse,metric_r2
C_twin_oulad,random_forest,passed_observed,classification,student_group,50890,16940,1454,484,0.8666469893742621,0.8266869223952399,0.8800539083557951,0.852536066322867,0.9449882075471698,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
C_twin_oulad,gradient_boosting,passed_observed,classification,student_group,50890,16940,1454,484,0.8769185360094451,0.836763034970332,0.8932614555256064,0.8640896942832932,0.9533161354164307,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
C_twin_oulad,linear_regression,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",8.6041103911538,13.096765586394003,0.8452767798348408
C_twin_oulad,random_forest,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",8.020251448540428,13.61585643028493,0.8327687970635431
C_twin_oulad,gradient_boosting,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",7.81439418076658,12.64057887215131,0.8558677014764021
C_twin_oulad,logistic_regression,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8980716253443526,0.8862796833773087,0.8802410901467506,0.8832500657375756,0.9690925549115522,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
C_twin_oulad,random_forest,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8694903581267218,0.9264565425023877,0.7625786163522013,0.8365674859853385,0.9618644054188761,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
C_twin_oulad,gradient_boosting,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8755739210284664,0.923697270471464,0.7803983228511531,0.8460227272727273,0.9680477356692153,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
C_twin_oulad,linear_regression,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",7.886220248147654,10.723395715630492,0.8962729439127424
C_twin_oulad,random_forest,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",8.601604766711068,12.82325425869811,0.8516717428088202
C_twin_oulad,gradient_boosting,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",6.392935327156321,9.584532736886704,0.917135354435678
